106,1,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,調理前のもの、添付調味料等を含む食物繊維：AOAC2011.25法
107,1,こむぎ　［パン類］　角形食パン　耳,※ 耳の割合： 45 %、耳以外の割合 : 55 %食物繊維：AOAC2011.25法
108,1,こむぎ　［パン類］　食パン　リッチタイプ,
109,1,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,調理前のもの、添付調味料等を除く食物繊維：AOAC2011.25法
110,1,そば　そば　生,別名： そば切り小麦製品を原材料に含む原材料配合割合： 小麦粉65、そば粉35食物繊維：AOAC2011.25法
111,1,こむぎ　［中華めん類］　干し中華めん　乾,食物繊維：AOAC2011.25法
112,1,こむぎ　［パン類］　山形食パン　食パン,別名：イギリスパン
113,1,こむぎ　［パン類］　角形食パン　焼き,食物繊維：AOAC2011.25法
114,1,こむぎ　［パン類］　食パン　リーンタイプ,
115,1,こむぎ　［パン類］　全粒粉パン,
116,1,そば　そば　半生そば,食物繊維：AOAC2011.25法
117,1,こむぎ　［パン類］　フランスパン,
118,1,こむぎ　［パン類］　バンズ,食物繊維：AOAC2011.25法
119,1,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,原材料配合割合： マカロニ・スパゲッティゆで95、なたね油5食物繊維：AOAC2011.25法
120,1,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,1.5 %食塩水でゆでた場合食物繊維：AOAC2011.25法
121,1,こむぎ　［中華めん類］　中華めん　生,食物繊維：AOAC2011.25法
122,1,こむぎ　［中華めん類］　半生中華めん,食物繊維：AOAC2011.25法
123,1,こむぎ　［ふ類］　油ふ,
124,1,こむぎ　［小麦粉］　強力粉　1等,(100 g： 182 mL、100 mL：55 g)
125,1,こむぎ　［その他］　パン粉　乾燥,(100 g：498 mL、100 mL：16 g)食物繊維：AOAC2011.25法
126,1,こむぎ　［小麦粉］　強力粉　全粒粉,(100 g： 182 mL、100 mL：55 g)
127,1,こむぎ　［小麦粉］　強力粉　2等,(100 g： 182 mL、100 mL：55 g)
128,1,こむぎ　［玄穀］　輸入　硬質,
129,1,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,食物繊維：AOAC2011.25法
130,1,こめ　［もち米製品］　あくまき,
131,1,こめ　［うるち米製品］　おにぎり,塩むすび（のり、具材なし）食塩0.5 gを含む
132,1,こむぎ　［うどん・そうめん類］　干しうどん　ゆで,
133,1,こめ　［うるち米製品］　きりたんぽ,
134,1,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,試料： 小麦アレルギー対応食品（米粉100 %）
135,1,こめ　［陸稲めし］　精白米,うるち、もちを含む精白米47 g相当量を含む
136,1,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで,
137,1,こめ　［うるち米製品］　米粉めん,試料： 小麦アレルギー対応食品（米粉100 %）
138,1,こめ　［陸稲めし］　七分つき米,うるち、もちを含む七分つき米47 g相当量を含む
139,1,こめ　［陸稲めし］　半つき米,うるち、もちを含む半つき米47 g相当量を含む
140,1,こむぎ　［その他］　冷めん　生,
141,1,こめ　［陸稲めし］　玄米,うるち、もちを含む玄米47 g相当量を含む
142,1,おおむぎ　大麦めん　ゆで,原材料配合割合： 大麦粉 50、小麦粉 50
143,1,そば　干しそば　ゆで,
144,1,こむぎ　［中華めん類］　沖縄そば　ゆで,別名：沖縄めん
145,1,こむぎ　［中華めん類］　干し沖縄そば　ゆで,別名：沖縄めん
146,1,とうもろこし　ジャイアントコーン　フライ　味付け,別名： とうきび
147,1,こめ　［水稲穀粒］　発芽玄米,うるち米試料： ビタミンB1強化品含む(100 g：120 mL、100 mL：83 g)
148,1,とうもろこし　コーンフラワー　黄色種,別名： とうきび歩留り： 4～12 %
149,1,とうもろこし　コーンフラワー　白色種,別名： とうきび歩留り： 4～12 %
150,1,こめ　［もち米製品］　道明寺粉,(100 g：125 mL、100 mL：80 g)
151,1,こむぎ　［その他］　ちくわぶ,
152,1,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,デュラム小麦100 %以外のものも含むビタミンB2無添加のもの
153,1,こむぎ　［パン類］　クロワッサン　リッチタイプ,
154,1,こむぎ　［パン類］　イングリッシュマフィン,
155,1,こむぎ　［パン類］　ぶどうパン,
156,1,こむぎ　［その他］　しゅうまいの皮　生,
157,1,とうもろこし　コーンミール　黄色種,別名： とうきび歩留り： 75～80 %
158,1,とうもろこし　コーンミール　白色種,別名： とうきび歩留り： 75～80 %
159,1,こむぎ　［パン類］　ライ麦パン,主原料配合： ライ麦粉 50 %
160,1,ライむぎ　ライ麦粉,別名:黒麦（くろむぎ）歩留り： 65～75 %
161,1,こむぎ　［その他］　ピザ生地,別名： ピザクラスト
162,1,こむぎ　［中華めん類］　沖縄そば　生,別名：沖縄めん
163,1,こめ　［陸稲穀粒］　精白米,うるち、もちを含む歩留り： 90～92 %
164,1,こむぎ　［その他］　ぎょうざの皮　生,
165,1,こむぎ　［パン類］　乾パン,
166,1,もろこし　精白粒,別名： こうりゃん、ソルガム、たかきび、マイロ歩留り： 70～80 %
167,1,こめ　［陸稲穀粒］　七分つき米,うるち、もちを含む歩留り： 93～94 %
168,1,そば　そば米,別名： そばごめ、むきそば
169,1,こめ　［陸稲穀粒］　半つき米,うるち、もちを含む歩留り： 95～96 %
170,1,こむぎ　［パン類］　ベーグル,
171,1,こめ　［陸稲穀粒］　玄米,うるち、もちを含む
172,1,こむぎ　［パン類］　ロールパン,
173,1,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,別名： インスタントラーメン添付調味料等を含む
174,1,とうもろこし　ポップコーン,別名： とうきび
175,1,こむぎ　［パン類］　ナン,
176,1,おおむぎ　七分つき押麦,歩留り： 玄皮麦60～65 %、玄裸麦65～70 %
177,1,おおむぎ　麦こがし,別名： こうせん、はったい粉
178,1,こむぎ　［その他］　パン粉　半生,
179,1,こむぎ　［ふ類］　生ふ,
180,1,おおむぎ　大麦めん　乾,原材料配合割合： 大麦粉 50、小麦粉 50
181,1,はとむぎ　精白粒,歩留り： 42～45 %
182,1,こむぎ　［ふ類］　焼きふ　板ふ,
183,1,こむぎ　［ふ類］　焼きふ　釜焼きふ,平釜焼きふ（小町ふ、切りふ、おつゆふ等）及び型釜焼きふ（花ふ等）
184,1,こむぎ　［ふ類］　焼きふ　車ふ,
185,1,こめ　［水稲おもゆ］　半つき米,うるち米弱火で加熱、ガーゼでこしたもの半つき米6 g相当量を含む
186,1,こめ　［水稲おもゆ］　七分つき米,うるち米弱火で加熱、ガーゼでこしたもの七分つき米6 g相当量を含む
187,1,こめ　［水稲おもゆ］　玄米,うるち米弱火で加熱、ガーゼでこしたもの玄米6 g相当量を含む
188,1,こめ　［水稲五分かゆ］　玄米,うるち米10倍かゆ玄米10 g相当量を含む
189,1,こめ　［水稲五分かゆ］　半つき米,うるち米10倍かゆ半つき米10 g相当量を含む
190,1,こめ　［水稲五分かゆ］　七分つき米,うるち米10倍かゆ七分つき米10 g相当量を含む
191,1,こめ　［水稲全かゆ］　半つき米,うるち米5倍かゆ半つき米20 g相当量を含む
192,1,こめ　［水稲全かゆ］　七分つき米,うるち米5倍かゆ七分つき米20 g相当量を含む
193,1,こめ　［水稲全かゆ］　玄米,うるち米5倍かゆ玄米20 g相当量を含む
194,1,こむぎ　［その他］　パン粉　生,(100 g：621 mL、100 mL：16.1 g)
195,1,こむぎ　［中華めん類］　干し沖縄そば　乾,別名：沖縄めん
196,1,そば　干しそば　乾,原材料配合割合： 小麦粉65、そば粉35
197,1,こむぎ　［その他］　小麦たんぱく　粒状,試料： 冷凍品
198,1,こむぎ　［その他］　小麦たんぱく　ペースト状,試料： 冷凍品
199,1,こめ　［水稲めし］　発芽玄米,うるち米発芽玄米47 g相当量を含む試料： ビタミンB1強化品含む
200,1,こむぎ　［その他］　小麦はいが,試料： 焙焼品
201,1,こめ　［うるち米製品］　米粉,(100 g：169 mL、100 mL：59 g)
202,1,こむぎ　［その他］　小麦たんぱく　粉末状,
203,1,こめ　［水稲全かゆ］　精白米,うるち米5倍かゆ精白米20 g相当量を含む
204,1,こめ　［うるち米製品］　ライスペーパー,別名： 生春巻きの皮
205,1,こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,食塩無添加品食物繊維：AOAC2011.25法
206,1,おおむぎ　押麦　めし,乾35 g相当量を含む食物繊維：AOAC2011.25法
207,1,こめ　［水稲五分かゆ］　精白米,うるち米10倍かゆ精白米10 g相当量を含む
208,1,こめ　［うるち米製品］　米粉パン　食パン,
209,2,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,水戻し後、ゆでたもの
210,2,＜いも類＞　こんにゃく　凍みこんにゃく　乾,
211,2,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,主原料： 緑豆でん粉
212,2,＜いも類＞　（さといも類）　みずいも　球茎　生,別名： 田芋廃棄部位： 表層及び両端
213,2,＜いも類＞　（さといも類）　みずいも　球茎　水煮,別名： 田芋
214,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,別名： かんしょ（甘藷）、石焼き芋廃棄部位： 表層食物繊維：AOAC2011.25法
215,2,＜いも類＞　（さといも類）　さといも　球茎　生,廃棄部位： 表層
216,2,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,別名： やまいも廃棄部位： 表層、ひげ根及び切り口
217,2,＜いも類＞　（やまのいも類）　だいじょ　塊根　生,別名： やまいも、だいしょ廃棄部位： 表層
218,2,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,別名： かんしょ（甘藷）、乾燥いも、干しいも食物繊維：AOAC2011.25法
219,2,＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,別名： やまいも伊勢いも、丹波いもを含む廃棄部位： 表層及びひげ根
220,2,＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,別名： やまいも、手いも廃棄部位： 表層
221,2,＜いも類＞　こんにゃく　精粉,こんにゃく製品の原料
222,2,＜いも類＞　アメリカほどいも　塊根　ゆで,別名： アピオス廃棄部位： 表皮、剥皮の際に表皮に付着する表層及び両端食物繊維：AOAC2011.25法
223,2,＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,
224,2,＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,別名： タピオカ
225,2,＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,別名： かんしょ（甘藷）でん粉
226,2,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　ゆで,
227,2,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　生,
228,2,＜いも類＞　こんにゃく　赤こんにゃく,三酸化二鉄を加え、赤色に着色したもの
229,2,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,突きこんにゃく、玉こんにゃくを含む
230,2,＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,
231,2,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,
232,2,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾,
233,2,＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,
234,2,＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,別名： くず粉
235,2,＜いも類＞　こんにゃく　しらたき,別名： 糸こんにゃく
236,2,＜いも類＞　ヤーコン　塊根　生,廃棄部位： 表層及び両端
237,2,＜いも類＞　ヤーコン　塊根　水煮,
238,2,＜でん粉・でん粉製品＞　（でん粉製品）　ごま豆腐,
239,2,＜いも類＞　きくいも　塊茎　水煮,
240,2,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,別名： ばれいしょ（馬鈴薯）
241,2,＜いも類＞　じゃがいも　乾燥マッシュポテト,別名： ばれいしょ（馬鈴薯）酸化防止用としてビタミンC添加品あり
242,2,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　乾,
243,2,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾　ゆで,
244,2,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　ゆで,
245,2,＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,試料： １番粉食物繊維： 分析時に加熱処理有り、AOAC2011.25法
246,2,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,突きこんにゃく、玉こんにゃくを含む
247,2,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,別名： ばれいしょ（馬鈴薯）でん粉、かたくり粉(100 g：154 mL、100 mL：65 g)
248,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,別名： かんしょ（甘藷）廃棄部位： 両端
249,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,別名： かんしょ（甘藷）廃棄部位： 表層及び両端（表皮の割合： 2 %）
250,2,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,別名： かんしょ（甘藷）廃棄部位： 表皮及び両端
251,2,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,別名： かんしょ（甘藷）廃棄部位： 表層及び両端
252,2,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,別名： ばれいしょ（馬鈴薯）表層を除いたもの食物繊維：AOAC2011.25法
253,2,＜いも類＞　じゃがいも　塊茎　皮なし　生,別名： ばれいしょ（馬鈴薯）廃棄部位： 表層食物繊維：AOAC2011.25法
254,2,＜いも類＞　じゃがいも　塊茎　皮つき　生,別名： ばれいしょ（馬鈴薯）廃棄部位： 損傷部及び芽食物繊維：AOAC2011.25法
255,2,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,別名： ばれいしょ（馬鈴薯）廃棄部位： 表皮食物繊維：AOAC2011.25法
256,2,＜いも類＞　（さといも類）　セレベス　球茎　水煮,別名： あかめいも
257,2,＜いも類＞　（さといも類）　セレベス　球茎　生,別名： あかめいも廃棄部位： 表層
258,2,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,別名： ばれいしょ（馬鈴薯）表層を除いたもの植物油（なたね油）調理による脂質の増減：第1章表13参照食物繊維：AOAC2011.25法
259,2,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,別名： ばれいしょ（馬鈴薯）損傷部及び芽を除いたもの植物油（なたね油）調理による脂質の増減：第1章表13参照食物繊維：AOAC2011.25法
260,2,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,
261,2,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,主原料： じゃがいもでん粉、さつまいもでん粉
262,2,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,
263,2,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,別名： やまいも
264,2,＜いも類＞　（さといも類）　やつがしら　球茎　生,廃棄部位： 表層
265,2,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　ゆで,
266,2,＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,別名： コーンスターチ(100 g：200 mL、100 mL：50 g)
267,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,別名： かんしょ（甘藷）廃棄部位： 両端
268,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,別名： かんしょ（甘藷）廃棄部位： 表皮及び両端
269,2,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,別名： かんしょ（甘藷）調理による脂質の増減：第1章表13参照
270,2,＜いも類＞　（さといも類）　さといも　球茎　水煮,
271,2,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,別名： 京いも
272,2,＜いも類＞　（さといも類）　たけのこいも　球茎　生,別名： 京いも廃棄部位： 表層
273,2,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,別名： ばれいしょ（馬鈴薯）廃棄部位： 表皮食物繊維：AOAC2011.25法
274,2,＜いも類＞　きくいも　塊茎　生,廃棄部位： 表層
275,2,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,別名： ばれいしょ（馬鈴薯）損傷部及び芽を除いたもの食物繊維：AOAC2011.25法
